Slot ID,Zone Rank,Zone ID,Zone,Category,Wave,Priority Tier,Suggested Sourcing Focus,Projected Monthly GMV (GHS),Projected Annual GMV (GHS),Ops Rationale
430,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
431,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
432,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
433,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
434,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
435,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
436,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
437,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
438,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
439,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
440,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
441,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
442,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
443,6,0,West Corridor (Dansoman / Mallam / Weija),Supermarkets,1,High,Anchor + essential merchants,22425.0,269096.0,West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
444,6,0,West Corridor (Dansoman / Mallam / Weija),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19435.0,233217.0,West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
445,6,0,West Corridor (Dansoman / Mallam / Weija),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19435.0,233217.0,West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
446,6,0,West Corridor (Dansoman / Mallam / Weija),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19435.0,233217.0,West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
447,6,0,West Corridor (Dansoman / Mallam / Weija),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19435.0,233217.0,West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
448,6,0,West Corridor (Dansoman / Mallam / Weija),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19435.0,233217.0,West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
449,6,0,West Corridor (Dansoman / Mallam / Weija),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19435.0,233217.0,West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
450,6,0,West Corridor (Dansoman / Mallam / Weija),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19435.0,233217.0,West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
451,6,0,West Corridor (Dansoman / Mallam / Weija),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19435.0,233217.0,West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
452,6,0,West Corridor (Dansoman / Mallam / Weija),Electronics & Appliances,2,High,Cluster-fill around proven tech corridors,19435.0,233217.0,West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
453,6,0,West Corridor (Dansoman / Mallam / Weija),Electronics & Appliances,2,High,Cluster-fill around proven tech corridors,19435.0,233217.0,West Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
454,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
455,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
456,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
457,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
458,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
459,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
460,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
461,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
462,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
463,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
464,6,0,West Corridor (Dansoman / Mallam / Weija),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,17940.0,215277.0,West Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
465,6,0,West Corridor (Dansoman / Mallam / Weija),Computers & Games,2,High,Cluster-fill around proven tech corridors,16445.0,197337.0,West Corridor: Complementary to electronics corridors and student/office catchments.
466,6,0,West Corridor (Dansoman / Mallam / Weija),Computers & Games,2,High,Cluster-fill around proven tech corridors,16445.0,197337.0,West Corridor: Complementary to electronics corridors and student/office catchments.
467,6,0,West Corridor (Dansoman / Mallam / Weija),Computers & Games,2,High,Cluster-fill around proven tech corridors,16445.0,197337.0,West Corridor: Complementary to electronics corridors and student/office catchments.
468,6,0,West Corridor (Dansoman / Mallam / Weija),Computers & Games,2,High,Cluster-fill around proven tech corridors,16445.0,197337.0,West Corridor: Complementary to electronics corridors and student/office catchments.
469,6,0,West Corridor (Dansoman / Mallam / Weija),Computers & Games,2,High,Cluster-fill around proven tech corridors,16445.0,197337.0,West Corridor: Complementary to electronics corridors and student/office catchments.
470,6,0,West Corridor (Dansoman / Mallam / Weija),Pharmacy & Health,2,High,Anchor + essential merchants,14950.0,179398.0,West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
471,6,0,West Corridor (Dansoman / Mallam / Weija),Pharmacy & Health,2,High,Anchor + essential merchants,14950.0,179398.0,West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
472,6,0,West Corridor (Dansoman / Mallam / Weija),Pharmacy & Health,2,High,Anchor + essential merchants,14950.0,179398.0,West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
473,6,0,West Corridor (Dansoman / Mallam / Weija),Pharmacy & Health,3,Medium,Anchor + essential merchants,14950.0,179398.0,West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
474,6,0,West Corridor (Dansoman / Mallam / Weija),Pharmacy & Health,3,Medium,Anchor + essential merchants,14950.0,179398.0,West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
475,6,0,West Corridor (Dansoman / Mallam / Weija),Pharmacy & Health,3,Medium,Anchor + essential merchants,14950.0,179398.0,West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
476,6,0,West Corridor (Dansoman / Mallam / Weija),Pharmacy & Health,3,Medium,Anchor + essential merchants,14950.0,179398.0,West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
477,6,0,West Corridor (Dansoman / Mallam / Weija),Pharmacy & Health,3,Medium,Anchor + essential merchants,14950.0,179398.0,West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
478,6,0,West Corridor (Dansoman / Mallam / Weija),Pharmacy & Health,3,Medium,Anchor + essential merchants,14950.0,179398.0,West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
479,6,0,West Corridor (Dansoman / Mallam / Weija),Pharmacy & Health,3,Medium,Anchor + essential merchants,14950.0,179398.0,West Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
480,6,0,West Corridor (Dansoman / Mallam / Weija),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13455.0,161458.0,West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
481,6,0,West Corridor (Dansoman / Mallam / Weija),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13455.0,161458.0,West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
482,6,0,West Corridor (Dansoman / Mallam / Weija),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13455.0,161458.0,West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
483,6,0,West Corridor (Dansoman / Mallam / Weija),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13455.0,161458.0,West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
484,6,0,West Corridor (Dansoman / Mallam / Weija),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13455.0,161458.0,West Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
485,6,0,West Corridor (Dansoman / Mallam / Weija),Auto & More,3,Medium,Selective specialist sourcing,13455.0,161458.0,West Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
486,6,0,West Corridor (Dansoman / Mallam / Weija),Auto & More,3,Medium,Selective specialist sourcing,13455.0,161458.0,West Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
487,6,0,West Corridor (Dansoman / Mallam / Weija),Auto & More,3,Medium,Selective specialist sourcing,13455.0,161458.0,West Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
488,6,0,West Corridor (Dansoman / Mallam / Weija),Auto & More,3,Medium,Selective specialist sourcing,13455.0,161458.0,West Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
489,6,0,West Corridor (Dansoman / Mallam / Weija),Auto & More,3,Medium,Selective specialist sourcing,13455.0,161458.0,West Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
490,6,0,West Corridor (Dansoman / Mallam / Weija),Auto & More,3,Medium,Selective specialist sourcing,13455.0,161458.0,West Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
491,6,0,West Corridor (Dansoman / Mallam / Weija),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,11960.0,143518.0,West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
492,6,0,West Corridor (Dansoman / Mallam / Weija),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,11960.0,143518.0,West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
493,6,0,West Corridor (Dansoman / Mallam / Weija),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,11960.0,143518.0,West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
494,6,0,West Corridor (Dansoman / Mallam / Weija),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,11960.0,143518.0,West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
495,6,0,West Corridor (Dansoman / Mallam / Weija),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,11960.0,143518.0,West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
496,6,0,West Corridor (Dansoman / Mallam / Weija),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,11960.0,143518.0,West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
497,6,0,West Corridor (Dansoman / Mallam / Weija),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,11960.0,143518.0,West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
498,6,0,West Corridor (Dansoman / Mallam / Weija),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,11960.0,143518.0,West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
499,6,0,West Corridor (Dansoman / Mallam / Weija),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,11960.0,143518.0,West Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
500,6,0,West Corridor (Dansoman / Mallam / Weija),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,10465.0,125578.0,West Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
